,리뷰,평점
4284,촬영이 기가 막히지만... 과연 스토리에 맞는 촬영방식인가 싶다... 감독이 약간 실수를 한게 아닐까.. 실제 거리와 디제시스적 거리는 전혀 다르지만 그걸 같도록 촬영을 한 부분은...애매하다,8
4285,"초반 원테이크로 가져오는 몰입도는 대단하나, 그런 촬영기법을 영화내내 가져가니깐 나중에는 지루함.",6
4286,올해 최고의 영화....,10
4287,테이크가 길다보니 그만큼 몰입을 놓치지 않게 이어갈 수 있던거 같네요.ㅎㅎ 시간 정말 순삭합니다!,10
4288,한국전쟁영화와다른다게임방에서 총쏘는게임하는 기분?호러물이 아닌데 엄청 무섭고 깜짝깜짝 놀람관람후 내가 얻은 교훈은적이든 아군이든 마지막 한사람까지 죽어야 끝나는명분을 얻기 위한 총쏘고 대포날리는 전쟁은특히나 한개 이...,10
4289,생일에 개봉해서 봤는데 감동 그 이상을 안겨준 영화. 무엇보다 원테이크 핸드테이킹 촬영으로 처음부터 끝까지 장면전환 없이 주인공을 비춰준다. 몰입도 장난 아니고 내가 직접 여정을 떠나는 느낌이다.. 원테이크 촬영도 ...,10
4290,음악이 정말 미치도록 긴장하게 만들고 죽은 사람 표현이 너무 사실적이라 할 말을 잃었습니다... 무조건 영화관에서 봐야하는 작품입니다.,10
4291,촬영기술이 뛰어나 보이지만 평범한 전쟁영화란 느낌이 든다,6
4292,"연출은 대단했으나 독일군 사격실력이 너무도 형편없게 나온것은 아쉽다, 또한 땅을 진동시키며 다가오는 Mark1전차를 처음 마주한 병사의 공포감, 1차세계대전의 특징 전격전으로 인해 시체로 산을 이루는 숨조차 쉴수없...",6
4293,영화보는내내 내가 1차대전에 참전중인줄 알았다. 일병한명이 1000명이 넘는 군인들을살렸다. 영화마칠무렵 내뺨에는 뜨거운눈물이 흘렀다.,10
4294,간만에 영화같은 영화봤네  어제 정우성 나오는 지푸라기보다 눈먼거 1917보고 눈이 다시 정화됨,10
4295,원테이크로 하나로 모든게 끝나는 영화.,8
4296,,10
4297,감동적입니다,8
4298,전초석을 다져 나가는 실력이 예사롭지 않다.모든 경이로운 영화적 체험. 아쉬운 것들을 숨기는 능력이 일품,8
4299,일필휘지가 조금은 과유불급,8
4300,안지루하고 촬영기법진짜 짱 일단 보셈,10
4301,,9
4302,"음향,연기,촬영,연출 그리고 무엇보다 임무에 충실했던 스토리와 후반부 질주씬은 최고였다. 아카데미 작품상, 감독상은 1917이랑 멘데스여야 했다. 작품상 기생충은 아직도 이해를 못하겠다. 1917은 작품성으로는 기생...",10
4303,마치 콜오브듀티 하는 느낌이었음 현장감과 몰입감 최고 꼭 아이맥스로 보는걸 추천합니다.,10
4304,,10
4305,꼭 극장에서 보세요 ...,8
4306,전쟁의 참혹함을 롱테이크로 담아내다,9
4307,"다들 촬영과 음향 등에만 관심을 갖는데,,저는 기술적인 부분도 뛰어나지만 스토리적인 부분도 뛰어나다고 생각합니다. 두번째 보실땐 촬영에만 집착하는것 말고 스토리적인 디테일도 신경써서 감상해보세요. 촬영만큼 내용적인 ...",10
4308,이런 영화를 영화관에서 볼수있어서 정말 행운이였다,10
4309,"롱테이크의 신기원이다. 칠드런 오브 맨, 아토믹 블런드, 킹스맨의 롱테이크는 잊어라. 이렇게 만들면 앞으로 전쟁영화 만드는데 진짜 힘들겠다는 생각이든다. 롱테이크의 가장 큰장점은 흡입력 집중력인듯하다. 기생충은 각본...",10
4310,다른 전쟁영화처럼 산만하고 정신없는게아니라 몰입감이 장난 아니었음,10
4311,그는 무엇을 위해 달리는가.,10
4312,인생 최고의 영화입니다 여러분 꼭 보세요 ㄷㄷㄷㄷ,10
4313,촬영기법에 지리고 지리고 별5개 박고 갑니다.,10
4314,다리 건널때 깜짝 놀람 간 떨어지는 줄 같았음,10
4315,어마어마한 원테이크!! 아카데미상 작품상은 못탔어도 정말 대단한 작품인거 같네요.,10
4316,롱테이크 덕에 병사의 발길을 따르는 내내 한순간도 긴장을 놓을 수 없다. 지독한 참호전이 펼쳐지던 1차대전과 좁은 참호를 지나는 롱테이크 팔로우샷은 어찌나 잘 어울리던지. 미리 합이 맞아야 가능한 롱테이트를 위해 배...,9
4317,목OO지 심금을 울린다...,10
4318,영상으로는 기념비적인 작품으로 남지 않을까 싶다,10
4319,"아메리칸 뷰티, 로드 투 퍼디션, 스카이폴의 샘 멘데스 감독작! 장르를 불문하고 잘만들어진 영화는 몰입도가 높고 시간 가는줄 모르는데 이 영화도 어느새 엔딩 크레딧이 올라가고 있어다",8
4320,전쟁의 희생자는 평범한 젊은이들일 뿐이다.,10
4321,특정장면이 아니라 영화 전체에 적용시켜 버린 One continuous shot. 샘 멘데스와 로저 디킨스 감독에게 경의를 표합니다.,10
4322,,10
4323,영화 보는 내내 정신을 차릴수가 없다.전쟁터 한가운데 서있는 기분이다. 기생충이 실로 대단해 보인다. 이런 영화를 꺾고 4관왕이라니..,10
4324,반드시 극장에서 봐야할 최고의영화,10
4325,"롱테이크식 촬영과 감정을 가감없이 드러내고 단순하지만 분명하고 깔끔한 이야기 전개, 채도는 낮지만 경계를 분명히 해서 긴장감을 더하는 영상과 더해지는 음악때문에 영화가 끝나고도 바로 못일어나겠더군요. 오랜만에 진한 ...",10
4326,별기대없이 친구한테 끌려가서 봤다가 진짜 전쟁하고온것마냥 마음애려지고 긴장감도 오지고 그냥 미쳤다ㅜㅜ 꼭보세요 님들,10
4327,열심히 뛰는건 좋은데 ...  다.. .  모든게 다좋은데. 결말이 ㅜㅜ 먼가 껄쩍지근하다. 박평식 평점에 이번엔 공감 ㅜㅜ,6
4328,별점 100점이 왜 없는지 모르겠다 이런작품에 줘야되는데...,10
4329,조온나잼있게봤습니다 ㅠㅠ,10
4330,"전쟁영화 중 전우애에 치우치지 않고 전쟁 그 자체를 그대로 보여준 영화. 카메라,연출 진짜 대단 안보면 후회합니다. 영화값이 5만원으로 올라도 내고 봄",10
4331,"미친 트럭씬 이후부터 주인공에 동화되었다. 덩케르크와는 다른 느낌이었다.날아가는 조명탄 아래 그림자와 붉은 하늘. 비 게인 후인듯 선명한 시야와 진흙덩이, 발소리, 배경음 등등 전쟁터에서 나는 왜 예술을 느꼈는가.....",10
4332,"아무것도 남지 않고, 아무도 남지 않을 때까지 싸웠던 전쟁",10
4333,카메라 딱 한번쉬고 흘러가는 영화 마지막 허망함까지 완벽하더라,10
4334,원테이크 촬영으로 몰입도 최상이고 낯선 주연배우들의 좋은연기 유명한 조연배우들의 역시 훌륭한연기와 더불어 긴장감을 계속 유지하는 연출에 전쟁영화의 감동까지 한번 더 보고싶다.,9
4335,제발 그냥 한번 봣으면좋겟다 최근에 이런 수준높은 영화를 본적이 없음 진짜,10
4336,스토리는 굉장히 단순합니다. 대화도 적고요. 사람에 따라 지루하게 느껴질 수 있습니다. 그게 좀 아쉬웠지만 현실적으로 잘 그려진 영화입니다. 촬영상 수상작 답게 주인공들 곁에서 함께 따라가는 느낌이 들었고 배우들의 ...,7
4337,전쟁영화임에도 몰입하여 볼 수 있고 스케일이 남다른 영화!!!,10
4338,아이맥스로 보다가 멀미나서 토할 뻔 했다. 하지만 작품은 좋았다. 다만 아카데미 작품상을 줄 만한 뭔가 특별함은 없었다.,9
4339,"1917년 먹먹한 전쟁 참호 속에, 폐허 속에 내가 있는 느낌. 말이 필요없는 촬영상ㆍ시각효과상등과 더불어 내게는 작품상ㆍ감독상 작품이다. 전쟁 속에 완전히 스며들어 있는 주연도 충분한 몫을 한듯.",10
4340,전쟁 영화를 본게 아니라 전쟁을 체험한듯 했습니다.,10
4341,2시간?? 러닝타임20분아니었어??,10
4342,,10
4343,친구가 너무 불쌍해요ㅜㅜ,10
4344,라스트 맨 스탠딩!전쟁영화는 놀란감독 이후로 가장 재미있게 봤다,10
4345,이 영화가 좋은영화라는걸 안다면 그만큼 영화보는 눈이 높은것.,10
4346,"영화를 넘어선 체험의 경지, 호흡이 가빠지고 심장이뛴다",10
4347,한시간동안 나는 전쟁터에 있었다 몰입감 최고다,10
4348,영상 보는데 중간에 기절하는거 빼고 카메라가 끊기지 않고 쭈욱 따라가는게 꽤 좋은 연출이였습니다. 내용은 두 주인공이 한 참호에서 다른 참호로 이동하는 단순한 내용이지만 그 단순함을 정말 잘 표현하였던 것 같습니다....,10
4349,영화 다보고 나와서 가장 먼저느낀게 이게 2시간이라고? 였음 몰입감이 미쳤음 영화의 모든연출이 영알못의 보는눈을 높여주는것같았음,10
4350,영상이 모든것을 말해준다,10
4351,카메라 한번꺼진거 실화냐,10
4352,재미도 감동도 없습니까 돈아껴드려요,1
4353,NG가 몇번 났을까???,10
4354,리얼은 해.. 근데 재미를 찾기가 어렵다.너무 심플해,6
4355,롱테이크 씬 탓에 끝날 때까지 도무지 긴장의 끈을 놓을 수가 없다. 1차 대전 시기에 대한 훌륭한 고증도 좋다.,9
4356,덩케르크처럼 전쟁 현장에 있다 온 느낌,10
4357,"연기 정말 감동이였습니다.스토리, Ost 모두 좋았어요!! 정말 재밌게 감상했네요.",10
4358,라이언 일병 구하기 이래 제가 본 최고의 전쟁영화였습니다. 롱테이크에서 오는 현장감은 정말... 음향과 연출도 너무 좋았어요,10
4359,롱 테이크의 절정 그리고 정점,9
4360,"긴장되진 않는데, 보는 내내 숨이 막혀 죽을 뻔 했네요. 배우랑 같이 걷고 포복하고 뛰었다가 뛰어내리기도 하고.. 울컥하는 장면도 있고요. 특이한 건 촬영기법! 마치 배우 몸에 센서 부착하고 카메라 장착한 드론이 배...",9
4361,총성과 포성 없는 전쟁터는 두려움과 공허함으로 가득채워져 있었다.,8
4362,배우들 연기 합과 연출 각본 모든 점에서 너무 좋았다... 전쟁 영화 내용 국뽕찬걸로 끝나고 내용 대부분 예상되서 집중력 흐려지는데 이건 아니였음 .암튼 아니였음 배우들 얼굴도 진짜 솔직히 잘생긴ㅇ건 아니지만 넘좋구...,10
4363,스토라는 라이언일병구하기+덩케르크...카메라움직임은 실감났음..,10
4364,넘 좋았어여전쟁영화지만 전 넘나 영상미가좋았어여,10
4365,,10
4366,이제시작인가했더니 끝나서 혹시나하고 런닝타임을 보니 두시간이랴 뭐여 감동도 없고 스토리도없고 교훈도없고 그냥 cctv여,10
4367,그들이 싸워야할것은 적이 아니라 시간이었다.,10
4368,영상미와 몰입감 장난아니네,7
4369,너무 재미가없다. 졸다가 나왔다 역대급 설레발 졸작,1
4370,"엄청난 몰입감과 원테이크로 전해지는 심리 묘사, 그리고 마침내 주인공과 관객이 느끼는 허탈감",8
4371,전쟁신은 한개도 없었지만 지루하지 않았던 최고의전쟁영화,10
4372,"1917이 재미 있으면 추천, 기생충이 재미 있으면 비추천",10
4373,영화 내내 주인공옆에서 지켜보는 기분이었습니다. 롱테이크 촬영이라 더 긴장감있게 봤던거 같아요. 안보신분들은 꼭 영화관가서 보시길 강추합니다!!,10
4374,1인칭으로 롱테이크로 촬영해서 몰입감이 장난 아니네요 전쟁영화지만 전쟁은 나오지 않는 영화.시간 가는줄 몰랐어요,10
4375,진짜 이런게 명작이지..영화 내내 주인공만 따라다니는데 전혀 지루하지않았음,10
4376,영화에서 느낄 수 있는 감정과 체험을 이토록 이끌어내다니 대단한 영화.,9
4377,역시 아카데미 노미네이트 작품들은이유가있다,10
4378,아무리 롱테이크라도 이건 말이 안된다 아침부터 턱빠질뻔했다 영화계 종사자는 이거보면 머리 터질듯,10
4379,설명이 필요가 없으니 믿고 보라.,10
4380,이건 진짜 극장가서 봐라진짜 올해 최고 영화다,10
4381,재미있었쪄요 이건봐야행,10
4382,,10
4383,다음막이 기대되는 영화,9
4384,이게 어떻게 노잼이지..,10
4385,,10
4386,기생충 조커 다음으로 인생 작품 당첨..,10
4387,보는 내내 몰입되는 웰메이드 영화..!,9
4388,극적인 영화라기보다는 전쟁 영상이다 이점이 작품상을 수상하지 못한 이유다,8
4389,한마디만 할게요.. 원래 이런거 잘안쓰는데... 그냥 최고였어요.. 덩케르크가 뭔가 너무극사실주의라 전쟁의 참혹함을담았다면 이영화는그냥 모든게최고임... 전쟁영화 안좋아해도 꼭 보세요 안봤으면 진짜...꼭 아이맥스로...,10
4390,진짜 역대급 몰입감....,10
4391,정말 소름 돋을 정도였습니다...그냥 평범한 전쟁영화하곤 전혀 다르다고 생각하시면 됩니다1차세계대전 영화 중에는 단연코 1등이라 생각합니다,10
4392,"촬영팀, cg팀을 갈아넣어서 만들었나보네요. 너무 훌륭했지만 덩케르크가 작품상이 아니었으니 이영화도 힘들었을것 같긴 합니다.",10
4393,연출이랑 음향 진짜.. 최고임.,10
4394,진짜 무조건 영화관에서 보세요,10
4395,관객도 동행하는 듯한 생생한 몰입감,8
4396,내가 본 영화 중 처음으로 영화가 끝난 뒤 제작진들이 가장 먼저 떠올랐던 영화,10
4397,"“지옥으로 가던 왕좌로 가던,혼자 가는게 빠르지”어느쪽이든 외로운건 매한가지",8
4398,"솔직히 샘 멘데스 감독 좀 억울할듯기생충도 재밌게 봤지만, 이거 보고나서 좀 억울했겠다는 생각이 팍듬..",10
4399,군데 군데 개인적으로 엉성하다고 생각되는 부분이 있었다. 그러나 직접 병사가 된 듯한 카메라 워크와 긴장감을 놓칠 수 없게 한 연출은 좋았다. 기억에 남는 장면은 후반부에 노래를 부르는 한 병사. 이 영화를 압축하는...,7
4400,최고의 연출과 영상미! 콜오브듀티를 플레이 하는 듯하다,10
4401,"영화전체적인 분위기의 긴장감은 최고였습니다. 특히 음향 사운드가 심장을 두근거리게 만들며,  시작부터 원씬?원컷? 방식으로 쭉 주인공옆에 함께 움직이는듯한 긴장감을 보여주는게 포인트인듯 합니다.보고나면  오스카에서 ...",9
4402,반전이나 드라마틱한 스토리는 없지만 놀라운 촬영기법과 방대한 스케일이 지루함없이 보게만든다,9
